State/UT,District,Year,MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,ROBBERY,BURGLARY,RIOTS,DOWRY DEATHS,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL CRIMES
ASSAM,TINSUKIA,2011,35,6,24,91,74,17,15,120,2,5,413,0,108,1665,2484
ASSAM,TINSUKIA,2011,26,4,44,59,50,9,6,38,0,5,235,0,104,1115,1636
ASSAM,TINSUKIA,2011,44,1,70,68,60,8,12,148,0,14,398,0,293,2117,3165
ASSAM,TINSUKIA,2011,31,8,64,106,88,18,32,214,0,11,451,0,273,3213,4403
ASSAM,TINSUKIA,2011,39,0,103,79,77,2,5,53,21,7,212,0,78,847,1444
ASSAM,TINSUKIA,2011,21,2,14,52,44,8,13,59,22,2,234,0,182,677,1278
ASSAM,TINSUKIA,2011,31,1,24,89,72,17,11,48,0,4,201,0,103,2311,2823
ASSAM,TINSUKIA,2011,49,0,50,91,69,22,9,180,22,26,232,0,335,2740,3734
BIHAR,SIWAN,2011,44,1,10,21,1,20,23,180,37,5,112,0,215,408,1056
BIHAR,SIWAN,2011,35,5,37,70,50,20,35,232,2,17,1066,0,313,808,2620
BIHAR,SIWAN,2011,2,0,1,3,2,1,3,0,0,1,1,0,4,35,50
BIHAR,SIWAN,2011,66,0,38,36,30,6,11,166,47,8,203,0,313,557,1445
BIHAR,SIWAN,2011,39,5,57,50,48,2,28,283,3,12,386,0,410,577,1850
BIHAR,SIWAN,2011,38,3,50,26,20,6,11,128,8,5,384,0,266,1668,2587
BIHAR,SIWAN,2011,72,8,48,68,62,6,12,234,208,26,89,0,305,1701,2771
BIHAR,SIWAN,2011,46,5,35,55,15,40,21,160,86,26,63,0,230,1730,2457
BIHAR,SIWAN,2011,74,2,97,144,90,54,20,433,35,27,760,0,634,1229,3455
BIHAR,SIWAN,2011,2808,171,1442,2154,1612,542,600,8300,2210,599,13376,0,13973,38392,84025
BIHAR,SIWAN,2011,2,0,0,0,0,0,0,3,0,0,0,0,2,5,12
BIHAR,SIWAN,2011,9,0,3,12,7,5,4,18,1,0,2,0,4,57,110
BIHAR,SUPAUL,2011,25,15,13,21,0,21,8,74,116,0,70,0,0,1117,1459
BIHAR,SUPAUL,2011,71,1,31,34,31,3,73,307,383,12,230,0,0,2726,3868
BIHAR,SUPAUL,2011,22,0,16,8,4,4,30,111,101,0,43,0,0,1642,1973
BIHAR,SUPAUL,2011,27,1,11,25,17,8,198,183,76,5,32,9,0,1258,1825
BIHAR,SUPAUL,2011,68,0,19,47,39,8,38,219,329,7,158,0,0,1806,2691
BIHAR,SUPAUL,2011,53,1,29,37,14,23,21,91,320,10,174,0,0,1728,2464
BIHAR,SUPAUL,2011,15,1,0,1,1,0,31,3,1,0,0,0,11,68,131
BIHAR,SUPAUL,2011,75,0,19,52,45,7,78,238,271,23,71,0,0,2155,2982
BIHAR,SUPAUL,2011,54,2,23,25,18,7,58,198,314,6,278,0,16,2728,3702
BIHAR,SUPAUL,2011,101,7,31,40,14,26,89,248,369,17,124,0,11,2708,3745
BIHAR,SUPAUL,2011,22,0,5,9,3,6,27,162,99,1,42,0,12,1591,1970
BIHAR,SUPAUL,2011,29,14,11,7,4,3,2,86,96,3,75,0,0,2047,2370
CHHATTISGARH,SUKMA,2011,64,6,30,16,16,0,26,46,27,8,13,0,171,118,525
CHHATTISGARH,SURAJPUR,2011,25,0,9,26,0,26,7,55,186,2,65,0,135,522,1032
CHHATTISGARH,SURAJPUR,2011,1820,85,636,1395,715,680,2123,6136,7265,267,3712,12,750,60505,84706
CHHATTISGARH,SURAJPUR,2011,25,2,56,15,10,5,35,156,473,1,310,0,4,5771,6848
CHHATTISGARH,SURAJPUR,2011,26,11,62,11,4,7,31,138,502,1,225,0,3,10501,11511
CHHATTISGARH,SURAJPUR,2011,15,0,30,12,11,1,38,77,343,0,136,0,2,32452,33105
CHHATTISGARH,SURAJPUR,2011,20,1,54,10,8,2,23,160,296,0,237,0,0,3566,4367
CHHATTISGARH,SURAJPUR,2011,20,3,55,14,11,3,94,221,1065,0,373,0,4,3974,5823
CHHATTISGARH,SURAJPUR,2011,19,3,125,15,8,7,35,129,607,0,196,0,3,1288,2420
DELHI UT,SOUTH,2011,49,4,23,78,48,30,13,34,253,24,28,0,53,788,1347
DELHI UT,SOUTH,2011,39,2,55,2,0,2,6,30,29,3,23,0,43,457,689
DELHI UT,SOUTH,2011,54,0,8,9,7,2,2,26,31,0,9,0,51,291,481
DELHI UT,SOUTH,2011,28,0,21,4,1,3,2,34,6,5,8,0,37,174,319
DELHI UT,SOUTH,2011,43,1,33,13,10,3,44,202,120,15,104,0,159,854,1588
DELHI UT,SOUTH,2011,51,1,29,8,4,4,8,28,30,4,10,0,61,556,786
DELHI UT,SOUTH,2011,22,0,30,37,35,2,14,136,40,2,31,0,150,1226,1688
DELHI UT,SOUTH,2011,95,2,133,55,35,20,74,776,137,11,100,0,519,3414,5316
DELHI UT,SOUTH,2011,44,1,76,17,17,0,12,80,16,3,63,0,110,453,875
DELHI UT,SOUTH,2011,15,6,16,14,9,5,11,146,29,0,8,0,111,403,759
DELHI UT,SOUTH,2011,36,3,10,74,71,3,37,130,90,1,131,0,467,1871,2850
DELHI UT,SOUTH,2011,34,0,13,28,27,1,14,124,51,0,4,0,312,1636,2216
DELHI UT,SOUTH WEST,2011,21,1,2,10,10,0,8,62,19,0,31,0,0,944,1098
DELHI UT,SOUTH WEST,2011,52,0,38,92,87,5,62,217,66,1,349,0,302,2979,4158
DELHI UT,SOUTH WEST,2011,49,1,10,60,57,3,15,107,38,0,249,0,0,2393,2922
DELHI UT,SOUTH WEST,2011,16,0,16,47,44,3,22,89,44,0,156,0,154,1801,2345
DELHI UT,SOUTH-EAST,2011,10,1,6,12,9,3,3,30,13,0,84,0,41,459,659
DELHI UT,SOUTH-EAST,2011,44,0,10,40,34,6,36,187,67,0,246,0,161,1692,2483
DELHI UT,SOUTH-EAST,2011,41,4,23,75,69,6,20,142,60,2,279,0,353,2896,3895
DELHI UT,SOUTH-EAST,2011,100,2,36,112,83,29,78,356,64,0,276,0,241,4534,5799
DELHI UT,SOUTH-EAST,2011,36,1,6,16,14,2,16,79,31,0,55,0,497,2106,2843
DELHI UT,SOUTH-WEST,2011,32,1,19,44,41,3,13,104,58,0,129,0,248,1619,2267
DELHI UT,SOUTH-WEST,2011,13,4,2,2,2,0,1,16,10,0,9,0,120,248,425
DELHI UT,SOUTH-WEST,2011,21,2,9,50,44,6,83,295,78,1,240,0,156,2697,3632
DELHI UT,SOUTH-WEST,2011,52,2,28,65,62,3,15,69,41,0,95,0,327,1882,2576
DELHI UT,SOUTH-WEST,2011,35,0,9,19,19,0,7,127,25,0,23,0,263,1430,1938
DELHI UT,SOUTH-WEST,2011,7,0,0,2,1,1,5,8,6,0,0,0,0,43,71
DELHI UT,SOUTH-WEST,2011,5,0,0,1,1,0,7,2,0,0,0,0,3,40,58
DELHI UT,SOUTH-WEST,2011,1126,43,439,1614,1442,172,1368,4509,1615,30,6052,0,5827,69788,92411
DELHI UT,SPL CELL,2011,42,4,37,34,23,11,29,410,0,5,191,0,4,1108,1864
DELHI UT,SPL CELL,2011,74,2,41,43,30,13,25,274,172,18,97,0,12,1097,1855
DELHI UT,STF,2011,6,0,11,17,15,2,1,19,7,0,1,0,0,430,492
DELHI UT,STF,2011,9,0,3,11,11,0,0,29,18,2,5,0,1,567,645
DELHI UT,STF,2011,3,0,8,29,29,0,9,41,36,0,0,0,6,200,332
DELHI UT,STF,2011,14,1,4,42,38,4,6,81,16,0,5,0,0,159,328
DELHI UT,STF,2011,12,0,14,118,110,8,33,280,147,0,54,0,71,1051,1780
DELHI UT,STF,2011,10,2,14,18,18,0,2,49,39,0,13,0,0,785,932
DELHI UT,STF,2011,169,29,277,1077,1023,54,88,1516,1405,11,286,0,385,13257,18500
GOA,SOUTH GOA,2011,55,2,8,88,88,0,25,149,81,0,181,0,0,2533,3122
GOA,SOUTH GOA,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
GOA,SOUTH GOA,2011,41,3,6,53,48,5,29,107,49,0,14,0,174,429,905
GOA,SOUTH GOA,2011,27,1,14,21,16,5,20,121,38,0,132,0,260,4334,4968
GOA,SOUTH GOA,2011,35,2,10,48,46,2,8,101,46,0,229,0,298,3361,4138
GOA,SOUTH GOA,2011,40,1,21,65,51,14,20,196,124,0,356,0,1,3178,4002
GOA,SOUTH GOA,2011,31,0,11,69,68,1,13,157,95,1,423,0,211,2233,3244
GOA,SOUTH GOA,2011,45,1,12,53,48,5,13,82,30,0,132,0,277,3624,4269
GOA,SOUTH GOA,2011,35,0,8,24,17,7,22,96,34,2,137,0,0,1701,2059
GOA,SOUTH GOA,2011,24,1,15,15,15,0,6,106,46,0,108,0,6,1134,1461
GOA,SOUTH GOA,2011,28,1,9,71,63,8,30,185,67,2,242,0,222,2304,3161
GOA,SOUTH GOA,2011,14,2,7,4,4,0,0,9,7,0,5,0,76,389,513
GUJARAT,SURAT COMMR.,2011,14,3,51,21,20,1,16,105,602,1,319,0,1,3449,4582
GUJARAT,SURAT COMMR.,2011,29,2,46,13,10,3,24,164,460,0,298,0,11,3374,4421
GUJARAT,SURAT COMMR.,2011,22,5,51,24,21,3,30,161,485,2,285,0,0,5099,6164
GUJARAT,SURAT COMMR.,2011,5,0,14,11,10,1,48,136,446,0,171,0,0,1737,2568
GUJARAT,SURAT COMMR.,2011,12,1,46,21,16,5,27,134,997,1,322,0,2,4073,5636
GUJARAT,SURAT COMMR.,2011,13,8,83,24,12,12,59,249,822,0,661,0,4,9101,11024
GUJARAT,SURAT COMMR.,2011,41,12,85,13,9,4,36,208,684,2,404,0,9,4117,5611
GUJARAT,SURAT COMMR.,2011,20,4,33,17,15,2,20,135,418,0,158,0,0,3112,3917
GUJARAT,SURAT COMMR.,2011,1,1,0,0,0,0,2,4,6,0,0,0,0,23,37
GUJARAT,SURAT COMMR.,2011,8,7,28,12,10,2,28,75,362,0,131,0,3,2894,3548
GUJARAT,SURAT COMMR.,2011,24,15,69,12,12,0,34,180,597,1,449,0,11,8037,9429
GUJARAT,SURAT COMMR.,2011,8,3,39,25,13,12,79,175,526,0,156,0,4,3343,4358
GUJARAT,SURAT RURAL,2011,32,16,140,21,15,6,69,326,858,4,422,0,1,4201,6090
GUJARAT,SURAT RURAL,2011,11,8,65,8,6,2,13,68,205,2,124,0,3,2553,3060
GUJARAT,SURAT RURAL,2011,365,105,1132,299,221,78,741,3001,10754,15,5377,0,65,112665,134519
GUJARAT,SURAT RURAL,2011,76,0,24,19,18,1,5,25,10,0,8,0,74,605,846
GUJARAT,SURAT RURAL,2011,39,1,60,7,7,0,16,80,23,10,42,0,84,704,1066
GUJARAT,SURAT RURAL,2011,26,2,36,7,5,2,18,77,27,8,33,0,64,1076,1374
GUJARAT,SURAT RURAL,2011,51,4,55,7,7,0,12,89,27,3,37,0,93,1464,1842
GUJARAT,SURAT RURAL,2011,51,0,39,8,7,1,8,72,25,2,11,0,172,1047,1435
GUJARAT,SURAT RURAL,2011,54,1,120,19,18,1,18,94,7,20,53,0,175,1960,2521
GUJARAT,SURAT RURAL,2011,73,4,51,22,18,4,78,121,55,28,45,0,144,1384,2005
GUJARAT,SURAT RURAL,2011,91,8,146,40,32,8,161,1031,108,19,198,2,436,8991,11231
GUJARAT,SURAT RURAL,2011,6,1,0,0,0,0,27,1,5,0,0,0,2,231,273
GUJARAT,SURENDRANAGAR,2011,18,0,29,2,2,0,10,30,7,5,13,0,58,747,919
GUJARAT,SURENDRANAGAR,2011,58,5,77,44,42,2,74,306,96,33,75,0,133,3006,3907
GUJARAT,SURENDRANAGAR,2011,71,2,111,24,22,2,12,208,70,14,89,0,220,2408,3229
GUJARAT,SURENDRANAGAR,2011,45,0,52,21,14,7,22,155,21,27,139,0,75,1089,1646
GUJARAT,SURENDRANAGAR,2011,53,0,25,19,19,0,39,92,29,10,37,0,90,1631,2025
GUJARAT,SURENDRANAGAR,2011,43,0,102,26,21,5,26,219,48,19,110,0,201,3254,4048
GUJARAT,SURENDRANAGAR,2011,81,3,103,43,41,2,25,167,37,62,74,0,331,3130,4056
GUJARAT,SURENDRANAGAR,2011,22,5,46,6,4,2,2,26,9,1,21,0,65,630,833
GUJARAT,SURENDRANAGAR,2011,45,2,75,26,24,2,22,152,67,9,30,1,169,1868,2466
GUJARAT,SURENDRANAGAR,2011,107,30,75,90,81,9,202,919,131,34,168,0,274,5149,7179
GUJARAT,SURENDRANAGAR,2011,25,0,53,15,15,0,7,55,16,5,14,0,50,613,853
GUJARAT,SURENDRANAGAR,2011,59,5,59,28,26,2,66,211,26,16,120,0,139,2484,3213
GUJARAT,TAPI,2011,20,0,25,17,9,8,27,139,33,4,51,9,66,1129,1520
GUJARAT,TAPI,2011,33,2,48,10,5,5,19,132,9,14,48,0,70,1415,1800
GUJARAT,TAPI,2011,47,3,118,36,22,14,19,137,41,15,67,0,153,2640,3276
GUJARAT,TAPI,2011,43,0,90,26,21,5,25,165,87,6,51,0,126,2929,3548
GUJARAT,TAPI,2011,35,1,97,48,39,9,42,141,56,9,135,0,160,2005,2729
HARYANA,SONIPAT,2011,77,0,17,139,106,33,10,65,276,35,56,0,100,1344,2119
HARYANA,SONIPAT,2011,6,2,0,3,0,3,2,2,6,0,1,0,0,70,92
HARYANA,SONIPAT,2011,66,18,23,71,28,43,28,51,174,13,40,0,56,302,842
HARYANA,SONIPAT,2011,51,7,10,31,14,17,19,60,135,20,22,0,58,913,1326
HARYANA,SONIPAT,2011,83,3,103,126,102,24,29,53,238,29,25,1,111,1126,1927
HARYANA,SONIPAT,2011,17,0,2,8,0,8,7,9,7,0,2,0,5,92,149
HARYANA,SONIPAT,2011,55,0,14,53,42,11,16,15,204,15,26,0,93,768,1259
HARYANA,SONIPAT,2011,34,0,30,63,60,3,10,43,122,13,50,0,47,367,779
HARYANA,SONIPAT,2011,40,1,5,51,31,20,19,30,100,14,44,0,66,469,839
HARYANA,SONIPAT,2011,44,1,8,78,67,11,30,24,231,11,21,0,56,715,1219
HARYANA,SONIPAT,2011,81,0,44,182,148,34,35,109,388,35,138,0,93,2158,3263
HARYANA,SONIPAT,2011,136,38,37,209,179,30,58,174,641,69,57,0,56,3350,4825
HIMACHAL PRADESH,SOLAN,2011,3,0,3,3,2,1,5,3,4,0,0,0,1,29,51
HIMACHAL PRADESH,SOLAN,2011,3,0,4,0,0,0,1,4,0,0,0,0,3,11,26
HIMACHAL PRADESH,SOLAN,2011,2,0,3,2,2,0,4,9,1,0,0,0,2,27,50
HIMACHAL PRADESH,SOLAN,2011,3,1,0,2,1,1,1,6,3,0,0,0,15,27,58
HIMACHAL PRADESH,SOLAN,2011,12,0,5,10,4,6,5,9,0,0,0,0,15,32,88
HIMACHAL PRADESH,SOLAN,2011,7,0,4,23,17,6,12,26,30,0,9,0,21,150,282
HIMACHAL PRADESH,SOLAN,2011,0,0,2,5,4,1,2,6,1,0,3,0,4,24,47
HIMACHAL PRADESH,SOLAN,2011,4,1,8,4,4,0,6,30,2,0,2,0,8,45,110
HIMACHAL PRADESH,SOLAN,2011,2,0,1,3,3,0,3,7,0,0,0,0,0,13,29
HIMACHAL PRADESH,SOLAN,2011,2,0,2,8,5,3,8,11,4,0,2,0,6,71,114
HIMACHAL PRADESH,SOLAN,2011,4,0,2,3,3,0,5,5,0,0,0,0,4,25,48
HIMACHAL PRADESH,SOLAN,2011,1,0,2,8,6,2,3,13,2,0,0,0,5,34,68
JAMMU & KASHMIR,SOPORE,2011,123,27,10,146,137,9,43,115,428,74,131,1,200,2103,3401
JAMMU & KASHMIR,SOPORE,2011,33,0,3,22,14,8,5,20,47,8,35,0,67,426,666
JAMMU & KASHMIR,SOPORE,2011,13,1,4,25,20,5,8,15,55,5,15,0,11,13,165
JAMMU & KASHMIR,SRINAGAR,2011,43,2,54,54,43,11,22,77,158,13,75,0,6,981,1485
JAMMU & KASHMIR,SRINAGAR,2011,18,0,17,17,15,2,14,161,0,2,77,0,3,641,950
JAMMU & KASHMIR,SRINAGAR,2011,49,8,47,90,70,20,39,179,126,11,163,0,229,909,1850
JAMMU & KASHMIR,SRINAGAR,2011,41,0,17,26,19,7,38,217,45,7,94,0,5,1008,1498
JAMMU & KASHMIR,SRINAGAR,2011,77,1,57,47,32,15,53,340,100,9,124,0,189,923,1920
JAMMU & KASHMIR,SRINAGAR,2011,42,3,21,60,49,11,14,233,29,16,170,0,9,752,1349
JAMMU & KASHMIR,SRINAGAR,2011,78,6,27,54,42,12,43,190,1,23,156,0,268,949,1795
JAMMU & KASHMIR,SRINAGAR,2011,50,1,36,50,36,14,19,239,0,13,169,0,3,745,1325
JAMMU & KASHMIR,SRINAGAR,2011,1062,60,733,959,733,226,638,5011,1466,255,2740,0,1505,20549,34978
JAMMU & KASHMIR,SRINAGAR,2011,6,0,8,17,15,2,0,56,26,0,9,0,46,132,300
JAMMU & KASHMIR,SRINAGAR,2011,8,0,8,3,3,0,0,43,43,0,17,0,36,721,879
JAMMU & KASHMIR,SRINAGAR,2011,15,1,6,19,18,1,1,93,27,2,10,0,48,279,501
KERALA,THRISSUR,2011,50,9,70,123,108,15,17,187,11,15,709,0,477,2959,4627
KERALA,THRISSUR,2011,104,4,99,161,143,18,30,189,9,53,556,0,485,3316,5006
KERALA,THRISSUR,2011,34,0,55,102,95,7,7,57,61,6,190,0,149,918,1579
KERALA,THRISSUR,2011,24,4,60,91,88,3,7,68,5,10,351,0,123,1516,2259
KERALA,THRISSUR,2011,29,0,21,34,34,0,1,82,3,27,201,0,225,1682,2305
KERALA,THRISSUR,2011,95,2,69,193,139,54,39,69,1,29,478,0,270,5284,6529
KERALA,THRISSUR,2011,34,5,52,85,74,11,29,164,16,16,558,0,304,2091,3354
KERALA,THRISSUR,2011,39,15,55,31,25,6,4,124,0,17,446,0,278,1656,2665
KERALA,THRISSUR,2011,22,5,40,110,99,11,5,69,5,6,298,0,144,1221,1925
KERALA,THRISSUR,2011,27,2,50,116,98,18,22,135,41,4,588,0,189,1411,2585
KERALA,THRISSUR COMMR.,2011,40,0,37,33,26,7,3,110,2,10,342,0,191,1238,2006
KERALA,THRISSUR COMMR.,2011,24,6,13,98,72,26,19,71,22,12,184,0,278,3018,3745
KERALA,THRISSUR RURAL,2011,56,1,32,76,64,12,16,31,1,19,197,0,122,1261,1812
KERALA,THRISSUR RURAL,2011,24,1,39,89,87,2,11,40,14,5,134,0,112,1170,1639
MADHYA PRADESH,TIKAMGARH,2011,6,0,2,6,6,0,5,0,1,0,0,0,3,115,138
MADHYA PRADESH,TIKAMGARH,2011,4,0,0,2,1,1,1,0,2,0,0,0,1,51,61
MADHYA PRADESH,TIKAMGARH,2011,56,1,99,76,68,8,10,176,1,19,653,0,194,1790,3075
MADHYA PRADESH,TIKAMGARH,2011,53,1,82,46,38,8,6,61,0,12,405,0,168,1834,2668
MADHYA PRADESH,TIKAMGARH,2011,23,0,31,78,69,9,64,356,75,15,272,0,225,2197,3336
MADHYA PRADESH,TIKAMGARH,2011,17,2,20,43,38,5,32,82,31,8,241,0,91,1041,1608
MADHYA PRADESH,TIKAMGARH,2011,49,3,37,88,75,13,30,144,14,15,213,0,404,2649,3646
MADHYA PRADESH,TIKAMGARH,2011,16,4,18,53,47,6,35,188,20,6,215,0,161,1541,2257
MADHYA PRADESH,TIKAMGARH,2011,27,0,23,88,72,16,48,263,11,10,208,0,278,1815,2771
MADHYA PRADESH,TIKAMGARH,2011,11,0,4,7,5,2,3,43,14,5,20,0,59,437,603
MADHYA PRADESH,TIKAMGARH,2011,35,0,22,50,47,3,3,65,9,14,154,0,116,1557,2025
MADHYA PRADESH,TIKAMGARH,2011,33,1,67,70,55,15,21,59,47,14,385,0,112,1147,1956
MAHARASHTRA,SOLAPUR COMMR.,2011,0,0,0,1,1,0,0,7,0,0,0,0,6,21,35
MAHARASHTRA,SOLAPUR COMMR.,2011,11,0,3,9,1,8,5,23,0,0,0,0,2,51,104
MAHARASHTRA,SOLAPUR COMMR.,2011,0,0,0,0,0,0,0,3,1,0,0,0,0,0,4
MAHARASHTRA,SOLAPUR COMMR.,2011,65,2,42,93,60,33,64,183,49,0,18,0,98,622,1236
MAHARASHTRA,SOLAPUR COMMR.,2011,45,0,92,168,156,12,21,149,197,5,336,0,12,1480,2505
MAHARASHTRA,SOLAPUR COMMR.,2011,44,0,29,68,60,8,12,27,4,3,25,0,31,318,561
MAHARASHTRA,SOLAPUR COMMR.,2011,22,0,72,74,64,10,9,105,106,5,126,0,25,710,1254
MAHARASHTRA,SOLAPUR COMMR.,2011,0,0,0,1,0,1,0,0,0,0,0,0,0,26,27
MAHARASHTRA,SOLAPUR COMMR.,2011,64,0,74,178,167,11,20,123,245,4,498,0,81,1845,3132
MAHARASHTRA,SOLAPUR COMMR.,2011,27,0,30,43,40,3,21,45,9,4,51,0,10,297,537
MAHARASHTRA,SOLAPUR COMMR.,2011,34,0,95,200,192,8,5,161,28,2,164,0,67,1231,1987
MAHARASHTRA,SOLAPUR COMMR.,2011,23,0,62,63,59,4,11,45,22,5,122,0,61,345,759
MAHARASHTRA,SOLAPUR RURAL,2011,61,7,157,307,276,31,36,139,444,12,693,0,93,1032,2981
MAHARASHTRA,SOLAPUR RURAL,2011,89,10,54,135,29,106,23,98,22,0,135,0,309,942,1817
MAHARASHTRA,SOLAPUR RURAL,2011,7,0,1,8,1,7,3,2,8,0,0,0,0,123,152
MAHARASHTRA,SOLAPUR RURAL,2011,39,0,99,100,89,11,13,67,142,3,142,2,46,1044,1697
MAHARASHTRA,SOLAPUR RURAL,2011,56,0,54,159,146,13,29,81,4,1,194,0,165,486,1229
MAHARASHTRA,SOLAPUR RURAL,2011,58,2,56,366,306,60,252,696,111,10,213,0,230,5253,7247
MAHARASHTRA,SOLAPUR RURAL,2011,20,0,61,78,63,15,6,66,153,4,126,0,26,556,1096
MAHARASHTRA,SOLAPUR RURAL,2011,48,5,49,85,11,74,30,137,19,2,172,0,136,481,1164
MAHARASHTRA,SOLAPUR RURAL,2011,44,1,63,156,139,17,36,122,42,6,147,0,68,1455,2140
MAHARASHTRA,SOLAPUR RURAL,2011,48,4,13,47,35,12,8,34,28,0,20,0,73,187,462
MAHARASHTRA,SOLAPUR RURAL,2011,45,1,46,79,68,11,9,90,81,4,194,0,48,868,1465
MAHARASHTRA,SOLAPUR RURAL,2011,51,0,52,105,79,26,17,48,64,1,120,0,49,266,773
MAHARASHTRA,THANE COMMR.,2011,114,13,45,40,24,16,198,734,148,4,174,0,243,2563,4276
MAHARASHTRA,THANE COMMR.,2011,3,0,1,0,0,0,29,4,11,0,1,0,0,73,122
MAHARASHTRA,THANE COMMR.,2011,65,5,44,25,24,1,36,206,86,11,62,0,484,1144,2168
MAHARASHTRA,THANE COMMR.,2011,90,3,32,52,43,9,59,389,315,29,325,0,250,1528,3072
MAHARASHTRA,THANE COMMR.,2011,43,1,20,18,15,3,10,71,90,0,87,0,141,418,899
MAHARASHTRA,THANE COMMR.,2011,37,4,25,16,11,5,154,516,111,5,115,0,177,623,1783
MAHARASHTRA,THANE COMMR.,2011,86,1,43,33,28,5,52,226,359,5,298,0,672,1347,3122
MAHARASHTRA,THANE COMMR.,2011,70,4,38,32,17,15,316,688,129,1,110,0,368,825,2581
MAHARASHTRA,THANE COMMR.,2011,42,0,30,28,18,10,24,220,230,2,186,0,277,735,1774
MAHARASHTRA,THANE COMMR.,2011,58,1,26,36,16,20,61,283,169,5,215,0,147,299,1300
MAHARASHTRA,THANE COMMR.,2011,110,5,79,104,72,32,546,1192,478,8,251,0,538,2318,5629
MAHARASHTRA,THANE COMMR.,2011,3,0,0,3,0,3,7,1,1,0,0,0,0,30,45
MAHARASHTRA,THANE RURAL,2011,148,9,87,64,48,16,150,719,409,16,172,0,1070,1757,4601
MAHARASHTRA,THANE RURAL,2011,39,0,7,7,5,2,20,130,115,2,42,0,292,570,1224
MAHARASHTRA,THANE RURAL,2011,15,2,30,12,10,2,16,139,78,1,49,0,148,388,878
MAHARASHTRA,THANE RURAL,2011,53,4,40,22,13,9,22,178,163,5,98,0,315,548,1448
MAHARASHTRA,THANE RURAL,2011,55,3,34,41,36,5,120,382,226,2,179,0,492,993,2527
MAHARASHTRA,THANE RURAL,2011,12,2,11,10,7,3,19,72,42,0,5,0,84,208,465
MAHARASHTRA,THANE RURAL,2011,24,2,22,29,18,11,74,205,110,0,68,0,96,411,1041
MAHARASHTRA,THANE RURAL,2011,107,4,53,43,32,11,79,285,401,6,175,0,576,1126,2855
MAHARASHTRA,THANE RURAL,2011,127,4,79,92,70,22,277,1127,279,8,342,0,312,704,3351
MAHARASHTRA,THANE RURAL,2011,147,19,63,55,32,23,295,759,345,10,57,0,650,964,3364
MAHARASHTRA,THANE RURAL,2011,37,2,34,26,23,3,34,247,86,3,62,0,167,1116,1814
MAHARASHTRA,THANE RURAL,2011,35,3,13,27,21,6,20,114,127,12,118,0,97,644,1210
MANIPUR,TAMENGLONG,2011,135,4,129,66,52,14,219,993,116,41,398,3,449,8884,11437
MANIPUR,TAMENGLONG,2011,4,3,2,1,1,0,6,2,1,1,0,0,0,58,78
MANIPUR,TAMENGLONG,2011,93,4,107,39,27,12,68,460,89,39,212,2,160,4475,5748
MANIPUR,TAMENGLONG,2011,4,0,3,2,2,0,26,5,4,1,0,0,1,109,155
MANIPUR,TAMENGLONG,2011,24,0,42,35,17,18,27,84,21,4,10,0,77,1279,1603
MANIPUR,TAMENGLONG,2011,41,4,62,8,7,1,7,157,19,16,51,0,120,1454,1939
MANIPUR,TAMENGLONG,2011,38,0,59,13,10,3,20,176,17,5,24,0,113,1904,2369
MANIPUR,TAMENGLONG,2011,37,6,39,13,13,0,23,124,30,38,38,0,317,2570,3235
MANIPUR,TAMENGLONG,2011,36,2,63,9,9,0,8,66,4,4,27,0,66,1391,1676
MANIPUR,TAMENGLONG,2011,37,0,49,26,18,8,38,163,20,4,58,10,152,2209,2766
MANIPUR,TAMENGLONG,2011,56,3,40,28,23,5,48,178,103,32,85,0,181,1802,2556
MANIPUR,TAMENGLONG,2011,45,0,65,18,15,3,15,134,33,20,69,0,144,802,1345
MANIPUR,THOUBAL,2011,16,2,8,15,10,5,4,45,0,4,22,0,107,306,529
MANIPUR,THOUBAL,2011,28,1,14,9,5,4,1,42,0,4,13,0,45,162,319
MANIPUR,THOUBAL,2011,32,3,12,26,12,14,9,140,0,5,26,0,87,319,659
MANIPUR,THOUBAL,2011,24,8,17,16,14,2,3,61,0,7,16,0,73,164,389
MANIPUR,THOUBAL,2011,12,4,10,15,12,3,1,30,0,5,21,0,58,235,391
MANIPUR,THOUBAL,2011,47,12,25,31,26,5,4,162,0,13,95,0,323,1020,1732
MANIPUR,THOUBAL,2011,20,4,14,25,16,9,4,61,0,5,18,0,171,402,724
MANIPUR,THOUBAL,2011,38,9,30,25,11,14,6,147,0,14,36,0,206,704,1215
MANIPUR,THOUBAL,2011,31,4,24,39,27,12,4,137,0,4,76,0,477,370,1166
MANIPUR,THOUBAL,2011,18,3,8,9,6,3,17,80,0,4,14,0,106,170,429
MANIPUR,THOUBAL,2011,47,1,16,19,17,2,0,76,0,3,24,0,94,284,564
MANIPUR,THOUBAL,2011,842,112,479,681,517,164,236,2488,0,143,1136,0,3576,10175,19868
ODISHA,SONEPUR,2011,23,8,5,17,9,8,6,22,49,24,8,0,34,330,526
